,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
9267,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,16,166,2656,1168.64,0.44,Outlet
9268,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,11,96,1056,401.28000000000003,0.38,Outlet
9269,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,19,81,1539,661.7700000000001,0.43000000000000005,Outlet
9270,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37,90,3330,1565.1000000000001,0.47000000000000003,Outlet
9271,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,60,85,5100,2039.9999999999998,0.39999999999999997,Outlet
9272,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,60,128,7680,3302.4000000000005,0.43000000000000005,Outlet
9273,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,55,200,11000,4620,0.42000000000000004,Outlet
9274,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,47,149,7003,2661.14,0.38,Outlet
9275,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,44,131,5764,2593.8,0.45,Outlet
9276,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45,114,5130,2308.5,0.45,Outlet
9277,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,55,98,5390,2156,0.39999999999999997,Outlet
9278,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,51,128,6528,2807.0400000000004,0.43000000000000005,Outlet
9279,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,17,176,2992,1136.96,0.38,Outlet
9280,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16,105,1680,638.4,0.38,Outlet
9281,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,12,116,1392,556.8,0.39999999999999997,Outlet
9282,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,70,1120,447.99999999999994,0.39999999999999997,Outlet
9283,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,28,88,2464,1010.2399999999999,0.41,Outlet
9284,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,17,119,2023,748.51,0.37,Outlet
9285,Kohl's,1197831,2021-02-14 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,18,204,3672,1468.8,0.39999999999999997,Outlet
9286,Kohl's,1197831,2021-02-14 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17,75,1275,522.75,0.41,Outlet
9287,Kohl's,1197831,2021-02-14 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,11,90,990,386.09999999999997,0.38999999999999996,Outlet
9288,Sports Direct,1185732,2021-02-05 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24,39,936,308.87999999999994,0.32999999999999996,Outlet
9289,Sports Direct,1185732,2021-02-05 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,39,66,2574,952.38,0.37,Outlet
9290,Sports Direct,1185732,2021-02-05 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,32,96,3072,1198.08,0.38999999999999996,Outlet
9291,Sports Direct,1185732,2021-03-03 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,26,182,4732,2034.7600000000002,0.43000000000000005,Outlet
9292,Sports Direct,1185732,2021-03-03 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,32,68,2176,979.2,0.45,Outlet
9293,Sports Direct,1185732,2021-03-03 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,23,75,1725,552,0.32,Outlet
9294,Sports Direct,1185732,2021-03-03 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,27,34,918,293.76,0.32,Outlet
9295,Sports Direct,1185732,2021-03-03 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,39,53,2067,702.78,0.33999999999999997,Outlet
9296,Sports Direct,1185732,2021-03-03 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,29,85,2465,961.3499999999999,0.38999999999999996,Outlet
9297,Sports Direct,1185732,2021-04-04 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,28,155,4340,1996.4,0.46,Outlet
9298,Sports Direct,1185732,2021-04-04 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,30,64,1920,844.8,0.44,Outlet
9299,Sports Direct,1185732,2021-04-04 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,20,64,1280,460.79999999999995,0.36,Outlet
9300,Sports Direct,1185732,2021-04-04 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,26,41,1066,341.12,0.32,Outlet
9301,Sports Direct,1185732,2021-04-04 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,37,40,1480,503.19999999999993,0.33999999999999997,Outlet
9302,Sports Direct,1185732,2021-04-04 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,26,94,2444,1026.48,0.42,Outlet
9303,Sports Direct,1185732,2021-05-03 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,40,191,7640,3361.6,0.44,Outlet
9304,Sports Direct,1185732,2021-05-03 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,83,2905,1278.2,0.44,Outlet
9305,Sports Direct,1185732,2021-05-03 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,32,83,2656,903.04,0.33999999999999997,Outlet
9306,Sports Direct,1185732,2021-05-03 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,74,2368,781.4399999999999,0.32999999999999996,Outlet
9307,Sports Direct,1185732,2021-05-03 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,37,83,3071,1074.85,0.35,Outlet
9308,Sports Direct,1185732,2021-05-03 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,41,128,5248,2204.16,0.42,Outlet
9309,Sports Direct,1185732,2021-06-05 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,40,206,8240,3872.8,0.47000000000000003,Outlet
9310,Sports Direct,1185732,2021-06-05 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,124,4712,2214.6400000000003,0.47000000000000003,Outlet
9311,Sports Direct,1185732,2021-06-05 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,35,96,3360,1108.8,0.32999999999999996,Outlet
9312,Sports Direct,1185732,2021-06-05 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,85,2975,1041.25,0.35,Outlet
9313,Sports Direct,1185732,2021-06-05 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,36,91,3276,1048.32,0.32,Outlet
9314,Sports Direct,1185732,2021-06-05 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,39,128,4992,1946.8799999999999,0.38999999999999996,Outlet
9315,Sports Direct,1185732,2021-07-03 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,42,195,8190,3685.5,0.45,Outlet
9316,Sports Direct,1185732,2021-07-03 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,120,4560,1915.2000000000003,0.42000000000000004,Outlet
9317,Sports Direct,1185732,2021-07-03 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,29,111,3219,1094.4599999999998,0.33999999999999997,Outlet
9318,Sports Direct,1185732,2021-07-03 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,34,94,3196,1150.56,0.36,Outlet
9319,Sports Direct,1185732,2021-07-03 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,43,93,3999,1319.6699999999998,0.32999999999999996,Outlet
9320,Sports Direct,1185732,2021-07-03 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,40,152,6080,2310.4,0.38,Outlet
9321,Sports Direct,1185732,2021-08-04 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,40,194,7760,3259.2000000000003,0.42000000000000004,Outlet
9322,Sports Direct,1185732,2021-08-04 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34,128,4352,1871.3600000000001,0.43000000000000005,Outlet
9323,Sports Direct,1185732,2021-08-04 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,36,107,3852,1348.1999999999998,0.35,Outlet
9324,Sports Direct,1185732,2021-08-04 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,72,2304,760.3199999999999,0.32999999999999996,Outlet
9325,Sports Direct,1185732,2021-08-04 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,43,62,2666,879.7799999999999,0.32999999999999996,Outlet
9326,Sports Direct,1185732,2021-08-04 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,44,124,5456,2073.28,0.38,Outlet
9327,Sports Direct,1185732,2021-09-03 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,43,170,7310,3435.7000000000003,0.47000000000000003,Outlet
9328,Sports Direct,1185732,2021-09-03 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40,93,3720,1748.4,0.47000000000000003,Outlet
9329,Sports Direct,1185732,2021-09-03 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,33,64,2112,675.84,0.32,Outlet
9330,Sports Direct,1185732,2021-09-03 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,58,1740,591.5999999999999,0.33999999999999997,Outlet
9331,Sports Direct,1185732,2021-09-03 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,41,58,2378,856.0799999999999,0.36,Outlet
9332,Sports Direct,1185732,2021-09-03 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,45,83,3735,1568.7,0.42,Outlet
9333,Sports Direct,1185732,2021-10-05 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,46,153,7038,2955.9600000000005,0.42000000000000004,Outlet
9334,Sports Direct,1185732,2021-10-05 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,39,94,3666,1613.04,0.44,Outlet
9335,Sports Direct,1185732,2021-10-05 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,36,61,2196,812.52,0.37,Outlet
9336,Sports Direct,1185732,2021-10-05 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,43,45,1935,696.6,0.36,Outlet
9337,Sports Direct,1185732,2021-10-05 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,50,45,2250,742.4999999999999,0.32999999999999996,Outlet
9338,Foot Locker,1185732,2021-10-05 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,46,94,4324,1816.08,0.42,Outlet
9339,Foot Locker,1185732,2021-11-04 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,51,149,7599,3267.57,0.43000000000000005,Outlet
9340,Foot Locker,1185732,2021-11-04 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,105,3885,1787.1000000000001,0.46,Outlet
9341,Foot Locker,1185732,2021-11-04 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,36,103,3708,1371.96,0.37,Outlet
9342,Foot Locker,1185732,2021-11-04 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,39,83,3237,1197.69,0.37,Outlet
9343,Foot Locker,1185732,2021-11-04 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,44,88,3872,1393.9199999999998,0.36,Outlet
9344,Foot Locker,1185732,2021-11-04 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,52,116,6032,2352.4799999999996,0.38999999999999996,Outlet
9345,Foot Locker,1185732,2021-12-03 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,45,173,7785,3269.7000000000003,0.42000000000000004,Outlet
9346,Foot Locker,1185732,2021-12-03 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,131,4847,2181.15,0.45,Outlet
9347,Foot Locker,1185732,2021-12-03 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,43,116,4988,1646.0399999999997,0.32999999999999996,Outlet
9348,Foot Locker,1185732,2021-12-03 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,38,96,3648,1276.8,0.35,Outlet
9349,Foot Locker,1185732,2021-12-03 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,42,99,4158,1455.3,0.35,Outlet
9350,Foot Locker,1185732,2021-12-03 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,52,120,6240,2308.8,0.37,Outlet
9351,Foot Locker,1185732,2021-01-10 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,23,149,3427,1439.34,0.42,Outlet
9352,Foot Locker,1185732,2021-01-10 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,28,79,2212,884.8,0.39999999999999997,Outlet
9353,Foot Locker,1185732,2021-01-10 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,19,72,1368,574.5600000000001,0.42000000000000004,Outlet
9354,Foot Locker,1185732,2021-01-10 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24,24,576,264.96000000000004,0.46,Outlet
9355,Foot Locker,1185732,2021-01-10 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,34,44,1496,538.56,0.36,Outlet
9356,Foot Locker,1185732,2021-01-10 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,26,72,1872,879.84,0.47000000000000003,Outlet
9357,Foot Locker,1185732,2021-02-08 00:00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,24,162,3888,1555.1999999999998,0.39999999999999997,Outlet
9358,Foot Locker,1185732,2021-02-08 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,24,41,984,383.75999999999993,0.38999999999999996,Outlet
9359,Foot Locker,1185732,2021-02-08 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,18,53,954,410.22,0.43000000000000005,Outlet
9360,Foot Locker,1185732,2021-02-08 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,16,320,144,0.45,Outlet
9361,Foot Locker,1185732,2021-02-08 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,34,40,1360,489.59999999999997,0.36,Outlet
9362,Foot Locker,1185732,2021-02-08 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,27,77,2079,977.1300000000001,0.47000000000000003,Outlet
9363,Foot Locker,1185732,2021-03-06 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,26,156,4056,1500.72,0.37,Outlet
9364,Foot Locker,1185732,2021-03-06 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,27,45,1215,473.84999999999997,0.38999999999999996,Outlet
9365,Foot Locker,1185732,2021-03-06 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,17,56,952,447.44000000000005,0.47000000000000003,Outlet
9366,Foot Locker,1185732,2021-03-06 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,8,160,75.2,0.47000000000000003,Outlet
9367,Foot Locker,1185732,2021-03-06 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,33,25,825,297,0.36,Outlet
9368,Foot Locker,1185732,2021-03-06 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,25,58,1450,638,0.44,Outlet
9369,Foot Locker,1185732,2021-04-07 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,28,132,3696,1552.32,0.42,Outlet
9370,Foot Locker,1185732,2021-04-07 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,23,40,920,367.99999999999994,0.39999999999999997,Outlet
9371,Foot Locker,1185732,2021-04-07 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,16,44,704,295.68,0.42000000000000004,Outlet
9372,Foot Locker,1185732,2021-04-07 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,21,17,357,160.65,0.45,Outlet
9373,Foot Locker,1185732,2021-04-07 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,33,15,495,158.4,0.32,Outlet
9374,Foot Locker,1185732,2021-04-07 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,26,60,1560,686.4,0.44,Outlet
9375,Foot Locker,1185732,2021-05-06 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,39,150,5850,2398.5,0.41,Outlet
9376,Foot Locker,1185732,2021-05-06 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,58,1856,686.72,0.37,Outlet
9377,Foot Locker,1185732,2021-05-06 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,32,60,1920,806.4000000000001,0.42000000000000004,Outlet
9378,Foot Locker,1185732,2021-05-06 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,27,51,1377,633.4200000000001,0.46,Outlet
9379,Foot Locker,1185732,2021-05-06 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,40,54,2160,799.2,0.37,Outlet
9380,Foot Locker,1185732,2021-05-06 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,36,93,3348,1473.1200000000001,0.44,Outlet
9381,Foot Locker,1185732,2021-06-08 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,36,176,6336,2534.3999999999996,0.39999999999999997,Outlet
9382,Foot Locker,1185732,2021-06-08 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,105,3675,1433.2499999999998,0.38999999999999996,Outlet
9383,Foot Locker,1185732,2021-06-08 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,32,74,2368,994.5600000000001,0.42000000000000004,Outlet
9384,Foot Locker,1185732,2021-06-08 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26,70,1820,837.2,0.46,Outlet
9385,Foot Locker,1185732,2021-06-08 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,39,66,2574,900.9,0.35,Outlet
9386,Foot Locker,1185732,2021-06-08 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,43,119,5117,2302.65,0.45,Outlet
9387,Foot Locker,1185732,2021-07-06 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,38,173,6574,2498.12,0.38,Outlet
9388,Foot Locker,1185732,2021-07-06 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,114,3648,1349.76,0.37,Outlet
9389,Foot Locker,1185732,2021-07-06 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,27,78,2106,947.7,0.45,Outlet
9390,Foot Locker,1185732,2021-07-06 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,31,60,1860,855.6,0.46,Outlet
9391,Foot Locker,1185732,2021-07-06 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,33,68,2244,762.9599999999999,0.33999999999999997,Outlet
9392,Foot Locker,1185732,2021-07-06 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,38,136,5168,2170.5600000000004,0.42000000000000004,Outlet
9393,Foot Locker,1185732,2021-08-07 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,38,182,6916,2835.56,0.41,Outlet
9394,Foot Locker,1185732,2021-08-07 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31,111,3441,1307.58,0.38,Outlet
9395,Foot Locker,1185732,2021-08-07 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,30,85,2550,1096.5000000000002,0.43000000000000005,Outlet
9396,Foot Locker,1185732,2021-08-07 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,47,1363,586.09,0.43000000000000005,Outlet
9397,Foot Locker,1185732,2021-08-07 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,37,40,1480,532.8,0.36,Outlet
9398,Foot Locker,1185732,2021-08-07 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,38,96,3648,1714.5600000000002,0.47000000000000003,Outlet
9399,Foot Locker,1185732,2021-09-06 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,39,128,4992,2096.64,0.42,Outlet
9400,Foot Locker,1185732,2021-09-06 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,30,79,2370,876.9,0.37,Outlet
9401,Foot Locker,1185732,2021-09-06 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,29,39,1131,486.33000000000004,0.43000000000000005,Outlet
9402,Foot Locker,1185732,2021-09-06 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,32,960,441.6,0.46,Outlet
9403,Foot Locker,1185732,2021-09-06 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,34,33,1122,403.91999999999996,0.36,Outlet
9404,Foot Locker,1185732,2021-09-06 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,41,64,2624,1180.8,0.45,Outlet
9405,Foot Locker,1185732,2021-10-08 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,37,113,4181,1714.2099999999998,0.41,Outlet
9406,Foot Locker,1185732,2021-10-08 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,68,2584,981.92,0.38,Outlet
9407,Foot Locker,1185732,2021-10-08 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,40,30,1200,528,0.44,Outlet
9408,Foot Locker,1185732,2021-10-08 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,23,897,403.65000000000003,0.45,Outlet
9409,Foot Locker,1185732,2021-10-08 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,40,23,920,303.59999999999997,0.32999999999999996,Outlet
9410,Sports Direct,1185732,2021-10-08 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,47,66,3102,1364.88,0.44,Outlet
9411,Sports Direct,1185732,2021-11-07 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,40,105,4200,1764,0.42,Outlet
9412,Sports Direct,1185732,2021-11-07 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40,74,2960,1243.2,0.42,Outlet
9413,Sports Direct,1185732,2021-11-07 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,37,68,2516,1132.2,0.45,Outlet
9414,Sports Direct,1185732,2021-11-07 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,36,68,2448,1101.6000000000001,0.45,Outlet
9415,Sports Direct,1185732,2021-11-07 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,43,61,2623,865.5899999999999,0.32999999999999996,Outlet
9416,Sports Direct,1185732,2021-11-07 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,46,83,3818,1679.92,0.44,Outlet
9417,Sports Direct,1185732,2021-12-06 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,48,160,7680,2995.2,0.38999999999999996,Outlet
9418,Sports Direct,1185732,2021-12-06 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,37,102,3774,1396.3799999999999,0.37,Outlet
9419,Sports Direct,1185732,2021-12-06 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,40,88,3520,1654.4,0.47000000000000003,Outlet
9420,Sports Direct,1185732,2021-12-06 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34,77,2618,1125.7400000000002,0.43000000000000005,Outlet
9421,Sports Direct,1185732,2021-12-06 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,41,74,3034,1122.58,0.37,Outlet
9422,Sports Direct,1185732,2021-12-06 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,51,111,5661,2434.2300000000005,0.43000000000000005,Outlet
9423,Sports Direct,1185732,2021-01-17 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,28,140,3920,1293.6,0.32999999999999996,Outlet
9424,Sports Direct,1185732,2021-01-17 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,28,88,2464,837.7599999999999,0.33999999999999997,Outlet
9425,Sports Direct,1185732,2021-01-17 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,22,75,1650,478.49999999999994,0.29,Outlet
9426,Sports Direct,1185732,2021-01-17 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,25,33,825,255.75,0.31,Outlet
9427,Sports Direct,1185732,2021-01-17 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,39,47,1833,586.5600000000001,0.32,Outlet
9428,Sports Direct,1185732,2021-01-17 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,26,83,2158,733.7199999999999,0.33999999999999997,Outlet
9429,Sports Direct,1185732,2021-02-15 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,26,155,4030,1491.1,0.37,Outlet
9430,Sports Direct,1185732,2021-02-15 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31,53,1643,575.05,0.35,Outlet
9431,Sports Direct,1185732,2021-02-15 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,24,70,1680,487.2,0.29,Outlet
9432,Sports Direct,1185732,2021-02-15 00:00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27,75,2025,648,0.32,Outlet
9433,Sports Direct,1185732,2021-02-15 00:00:00,Northeast,Massachusetts,Boston,Men's Apparel,36,53,1908,515.1600000000001,0.27,Outlet
9434,Sports Direct,1185732,2021-02-15 00:00:00,Northeast,Massachusetts,Boston,Women's Apparel,30,80,2400,768,0.32,Outlet
9435,Sports Direct,1185732,2021-03-13 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,28,155,4340,1475.6,0.33999999999999997,Outlet
9436,Sports Direct,1185732,2021-03-13 00:00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,31,61,1891,642.9399999999999,0.33999999999999997,Outlet
9437,Sports Direct,1185732,2021-03-13 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,23,60,1380,441.6,0.32,Outlet
9438,Sports Direct,1185732,2021-03-13 00:00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,25,93,2325,651.0000000000001,0.28,Outlet
9439,Sports Direct,1185732,2021-03-13 00:00:00,Northeast,Massachusetts,Boston,Men's Apparel,36,31,1116,334.8,0.3,Outlet
9440,Sports Direct,1185732,2021-03-13 00:00:00,Northeast,Massachusetts,Boston,Women's Apparel,31,68,2108,779.96,0.37,Outlet
9441,Sports Direct,1185732,2021-04-14 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,28,149,4172,1376.7599999999998,0.32999999999999996,Outlet
9442,Sports Direct,1185732,2021-04-14 00:00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,28,51,1428,514.0799999999999,0.36,Outlet
9443,Sports Direct,1185732,2021-04-14 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,22,51,1122,347.82,0.31,Outlet
9444,Sports Direct,1185732,2021-04-14 00:00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,23,39,897,251.16000000000003,0.28,Outlet
9445,Sports Direct,1185732,2021-04-14 00:00:00,Northeast,Massachusetts,Boston,Men's Apparel,33,44,1452,392.04,0.27,Outlet
9446,Sports Direct,1185732,2021-04-14 00:00:00,Northeast,Massachusetts,Boston,Women's Apparel,30,94,2820,1015.1999999999999,0.36,Outlet
9447,Sports Direct,1185732,2021-05-13 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,41,173,7093,2553.48,0.36,Outlet
